ring_id   nest_id   star_count
   4049       105       101857
   4050       102       105844
   4051       101       107295
   4052        90       113373
   4053        89       121646
   4054        86       110189
   4055        85       114935
   4056      6058       148625
   4057      6057       158640
   4058      6054       201299
   4059      6053       222299
   4060      6042       293013
   4061      6041       403280
   4062      6038       514625
   4063      6037       591732
   4064      5994       863840
   4065      5993       759932
   4066      5990       638914
   4067      5989       488928
   4068      5978       386407
   4069      5977       304357
   4070      5974       241065
   4071      5973       205331
   4072      1194       177712
   4073      1193       156222
   4074      1190       140697
   4075      1189       128164
   4076      1178       117147
   4077      1177       109764
   4078      1174       103023
   4079      1173        97786
   4080      1130        91671
   4081      1129        86592
   4082      1126        83019
   4083      1125        79914
   4084      1114        77364
   4085      1113        74684
   4086      1110        72739
   4087      1109        71002
   4088      7082        31841
   4089      7081         8392
   4132      8026      1887242
   4133      8025      2764364
   4134      8022      3166984
   4135      8021      3089964
   4136      3242     11582934
   4137      3241      6689028
   4138      3238      4021642
   4139      3237      2366882
   4140      3226      1155658
   4166      4947        31875
   4167      4948        72668
   4168      4607        86655
   4169       168        87034
   4170       163        87248
   4171       164        87234
   4172       143        86250
   4173       152        83375
   4174       147        90853
   4175       148        92381
   4176        63        91170
   4177       104        98728
   4178        99       102240
   4179       100       106409
   4180        79       106337
   4181        88       107150
   4182        83       106031
   4183        84       114637
   4184      5887       116418
   4185      6056       146550
   4186      6051       172075
   4187      6052       198965
   4188      6031       258734
   4189      6040       322981
   4190      6035       436211
   4191      6036       580922
   4192      5951       536353
   4193      5992       982393
   4194      5987       805145
   4195      5988       592356
   4196      5967       471748
   4197      5976       366021
   4198      5971       284123
   4199      5972       227835
   4200      5631       197814
   4201      1192       172786
   4202      1187       152406
   4203      1188       137910
   4204      1167       125025
   4205      1176       115284
   4206      1171       108108
   4207      1172       102032
   4208      1087        95822
   4209      1128        90305
   4210      1123        85639
   4211      1124        82179
   4212      1103        79441
   4213      1112        76760
   4214      1107        74002
   4215      1108        71970
   4216      6911        70027
   4217      7080        66230
   4218      7075        21673
   4219      7076           61
   4260      8015      1235370
   4261      8024      2609391
   4262      8019      3673575
   4263      8020      2510587
   4264      7679      9099856
   4265      3240      7806285
   4266      3235      5100717
   4267      3236      2619796
   4268      3215      1602175
   4292      4941        16883
   4293      4946        67911
   4294      4945        84983
   4295      4606        83477
   4296      4605        84136
   4297       162        85170
   4298       161        86126
   4299       142        85690
   4300       141        83782
   4301       146        80266
   4302       145        89187
   4303        62        88091
   4304        61        93652
   4305        98        98124
   4306        97       101458
   4307        78       104237
   4308        77       101531
   4309        82       104258
   4310        81       101343
   4311      5886       121024
   4312      5885       129432
   4313      6050       129401
   4314      6049       176000
   4315      6030       226808
   4316      6029       277656
   4317      6034       331199
   4318      6033       471658
   4319      5950       642744
   4320      5949       517486
   4321      5986      1056772
   4322      5985       776784
   4323      5966       549379
   4324      5965       449364
   4325      5970       342901
   4326      5969       252804
   4327      5630       222107
   4328      5629       191277
   4329      1186       166967
   4330      1185       148430
   4331      1166       133635
   4332      1165       122894
   4333      1170       113852
   4334      1169       106648
   4335      1086       100548
   4336      1085        94299
   4337      1122        89684
   4338      1121        85432
   4339      1102        82106
   4340      1101        78559
   4341      1106        76542
   4342      1105        73473
   4343      6910        71867
   4344      6909        70413
   4345      7074        69023
   4346      7073        49223
   4347      7054        10781
   4387      8014       521585
   4388      8013      2500627
   4389      8018      3517839
   4390      8017      3772649
   4391      7678      6301643
   4392      7677      5442637
   4393      3234      6113941
   4394      3233      3321714
   4395      3214      1931861
   4396      3213        37587
   4419      4939         7311
   4420      4940        41230
   4421      4935        81278
   4422      4944        83483
   4423      4603        82689
   4424      4604        83410
   4425      4599        82539
   4426       160        83549
   4427       139        83871
   4428       140        83387
   4429       135        80225
   4430       144        83328
   4431        59        87518
   4432        60        88002
   4433        55        91560
   4434        96        94926
   4435        75        96036
   4436        76        95171
   4437        71       102811
   4438        80       101975
   4439      5883        97903
   4440      5884       108928
   4441      5879       120408
   4442      6048       153908
   4443      6027       188633
   4444      6028       221878
   4445      6023       265530
   4446      6032       353194
   4447      5947       532951
   4448      5948       621437
   4449      5943       745342
   4450      5984      1019934
   4451      5963       669484
   4452      5964       562690
   4453      5959       417918
   4454      5968       314864
   4455      5627       252321
   4456      5628       212010
   4457      5623       184324
   4458      1184       161484
   4459      1163       144904
   4460      1164       131399
   4461      1159       120576
   4462      1168       112027
   4463      1083       105461
   4464      1084        97916
   4465      1079        93114
   4466      1120        88520
   4467      1099        84631
   4468      1100        81328
   4469      1095        78430
   4470      1104        75866
   4471      6907        73554
   4472      6908        71707
   4473      6903        70521
   4474      7072        69663
   4475      7051        68491
   4476      7052        28026
   4477      7047          477
   4515      8011        61437
   4516      8012      2162938
   4517      8007      2972154
   4518      8016      4937454
   4519      7675      3789797
   4520      7676      4037149
   4521      7671      6575741
   4522      3232      4073401
   4523      3211      2264716
   4524      3212       265488
   4546      4938        20965
   4547      4937        69448
   4548      4934        84420
   4549      4933        83362
   4550      4602        82244
   4551      4601        82249
   4552      4598        81348
   4553      4597        81580
   4554       138        82334
   4555       137        81461
   4556       134        80155
   4557       133        81072
   4558        58        84248
   4559        57        86290
   4560        54        86543
   4561        53        87296
   4562        74        89763
   4563        73        88111
   4564        70        96075
   4565        69       100570
   4566      5882        95839
   4567      5881        98903
   4568      5878       112786
   4569      5877       135325
   4570      6026       164868
   4571      6025       192887
   4572      6022       220253
   4573      6021       265536
   4574      5946       380287
   4575      5945       602539
   4576      5942       518702
   4577      5941       998414
   4578      5962       920659
   4579      5961       686931
   4580      5958       520669
   4581      5957       390708
   4582      5626       299084
   4583      5625       238841
   4584      5622       204039
   4585      5621       178509
   4586      1162       158219
   4587      1161       141879
   4588      1158       128585
   4589      1157       117359
   4590      1082       110377
   4591      1081       102715
   4592      1078        97215
   4593      1077        91764
   4594      1098        87959
   4595      1097        83662
   4596      1094        81125
   4597      1093        78296
   4598      6906        75366
   4599      6905        73534
   4600      6902        71747
   4601      6901        70958
   4602      7050        70416
   4603      7049        69597
   4604      7046        57403
   4605      7045        14388
   4643      8009      1512400
   4644      8006      3129874
   4645      8005      4524050
   4646      7674      5539845
   4647      7673      8137471
   4648      7670      5899306
   4649      7669      4851669
   4650      3210      2688400
   4651      3209       859180
   4673      4916         5917
   4674      4895        37058
   4675      4936        84806
   4676      4931        82855
   4677      4932        81408
   4678      4591        81896
   4679      4600        81621
   4680      4595        80182
   4681      4596        79776
   4682      4575        79233
   4683       136        78425
   4684       131        78458
   4685       132        80059
   4686        47        81614
   4687        56        82858
   4688        51        84053
   4689        52        78331
   4690        31        74933
   4691        72        80689
   4692        67        88072
   4693        68        97409
   4694      5871        96749
   4695      5880        93489
   4696      5875       105280
   4697      5876       118298
   4698      5855       145830
   4699      6024       173079
   4700      6019       187915
   4701      6020       223310
   4702      5935       312070
   4703      5944       420663
   4704      5939       587513
   4705      5940       632973
   4706      5919      1175065
   4707      5960       813778
   4708      5955       646542
   4709      5956       481675
   4710      5615       365934
   4711      5624       278395
   4712      5619       231137
   4713      5620       196869
   4714      5599       173108
   4715      1160       153567
   4716      1155       138657
   4717      1156       125836
   4718      1071       115375
   4719      1080       108672
   4720      1075       102233
   4721      1076        96052
   4722      1055        91972
   4723      1096        86926
   4724      1091        83321
   4725      1092        80698
   4726      6895        77603
   4727      6904        75377
   4728      6899        73501
   4729      6900        72216
   4730      6879        71531
   4731      7048        71139
   4732      7043        69463
   4733      7044        67629
   4734      6959        31977
   4735      6968          116
   4771      8008       947331
   4772      8003      2808840
   4773      8004      4066703
   4774      7663      6063188
   4775      7672      9626407
   4776      7667      6160987
   4777      7668      5638816
   4778      7647      3155173
   4779      3208      1510653
   4800      4913        11748
   4801      4894        73166
   4802      4893        83892
   4803      4930        81505
   4804      4929        80499
   4805      4590        80176
   4806      4589        79575
   4807      4594        78823
   4808      4593        78181
   4809      4574        77356
   4810      4573        76708
   4811       130        74915
   4812       129        76313
   4813        46        79175
   4814        45        79390
   4815        50        79603
   4816        49        77902
   4817        30        61229
   4818        29        73266
   4819        66        79271
   4820        65        88605
   4821      5870        97071
   4822      5869        86430
   4823      5874       101075
   4824      5873       113661
   4825      5854       125740
   4826      5853       154890
   4827      6018       169275
   4828      6017       185000
   4829      5934       237114
   4830      5933       344584
   4831      5938       483072
   4832      5937       596318
   4833      5918       826066
   4834      5917      1108476
   4835      5954       751504
   4836      5953       601482
   4837      5614       450448
   4838      5613       336967
   4839      5618       267461
   4840      5617       225277
   4841      5598       191897
   4842      5597       168451
   4843      1154       150158
   4844      1153       134366
   4845      1070       123576
   4846      1069       114510
   4847      1074       106923
   4848      1073       101468
   4849      1054        96019
   4850      1053        90966
   4851      1090        86908
   4852      1089        84106
   4853      6894        80313
   4854      6893        77613
   4855      6898        75163
   4856      6897        74435
   4857      6878        72568
   4858      6877        72143
   4859      7042        71047
   4860      7041        70228
   4861      6958        69080
   4862      6957        52804
   4863      6962        10550
   4898      7965       306248
   4899      8002      2615406
   4900      8001      4303484
   4901      7662      5602593
   4902      7661      8698770
   4903      7666      4204268
   4904      7665      6856266
   4905      7646      3656749
   4906      7645      2114021
   4928      4912        42211
   4929      4891        85086
   4930      4892        82821
   4931      4887        80332
   4932      4928        79439
   4933      4587        78841
   4934      4588        78614
   4935      4583        77167
   4936      4592        74540
   4937      4571        75946
   4938      4572        75141
   4939      4567        75493
   4940       128        75508
   4941        43        76739
   4942        44        77072
   4943        39        77229
   4944        48        75036
   4945        27        73500
   4946        28        62197
   4947        23        75428
   4948        64        85604
   4949      5867        96446
   4950      5868        91342
   4951      5863        94163
   4952      5872       110374
   4953      5851       122365
   4954      5852       136259
   4955      5847       168455
   4956      6016       170987
   4957      5931       214947
   4958      5932       290085
   4959      5927       362661
   4960      5936       523830
   4961      5915       651129
   4962      5916       984764
   4963      5911       883167
   4964      5952       656297
   4965      5611       567274
   4966      5612       416616
   4967      5607       315523
   4968      5616       257751
   4969      5595       215741
   4970      5596       186006
   4971      5591       163775
   4972      1152       145561
   4973      1067       132412
   4974      1068       121516
   4975      1063       112302
   4976      1072       105842
   4977      1051        99000
   4978      1052        94274
   4979      1047        90288
   4980      1088        86900
   4981      6891        83360
   4982      6892        79686
   4983      6887        77844
   4984      6896        75661
   4985      6875        74219
   4986      6876        73417
   4987      6871        72465
   4988      7040        71994
   4989      6955        70170
   4990      6956        69893
   4991      6951        69092
   4992      6960        42351
   4993      6939          105
   5026      7964         4482
   5027      7959      2563463
   5028      8000      4099453
   5029      7659      5826925
   5030      7660      5650542
   5031      7655      4066035
   5032      7664      6729094
   5033      7643      3975192
   5034      7644      2422235
   5035      7639       133084
   5055      4903         3086
   5056      4890        85742
   5057      4889        78410
   5058      4886        80646
   5059      4885        78160
   5060      4586        78059
   5061      4585        77356
   5062      4582        76411
   5063      4581        74910
   5064      4570        73521
   5065      4569        74199
   5066      4566        74430
   5067      4565        74715
   5068        42        75575
   5069        41        75720
   5070        38        74602
   5071        37        74122
   5072        26        75721
   5073        25        73723
   5074        22        80227
   5075        21        77281
   5076      5866        92678
   5077      5865        93166
   5078      5862        98113
   5079      5861       103318
   5080      5850       120344
   5081      5849       131336
   5082      5846       154279
   5083      5845       176580
   5084      5930       180108
   5085      5929       244117
   5086      5926       303957
   5087      5925       379768
   5088      5914       567416
   5089      5913       797392
   5090      5910      1182272
   5091      5909       688009
   5092      5610       706666
   5093      5609       527969
   5094      5606       385590
   5095      5605       301151
   5096      5594       245748
   5097      5593       208067
   5098      5590       180305
   5099      5589       159684
   5100      1066       142715
   5101      1065       128331
   5102      1062       118100
   5103      1061       110586
   5104      1050       102962
   5105      1049        97866
   5106      1046        93454
   5107      1045        89942
   5108      6890        86426
   5109      6889        83272
   5110      6886        80256
   5111      6885        78417
   5112      6874        76604
   5113      6873        74985
   5114      6870        73804
   5115      6869        72724
   5116      6954        71675
   5117      6953        71375
   5118      6950        70853
   5119      6949        72004
   5120      6938        55041
   5121      6937        31731
   5154      7958      1811318
   5155      7957      3692229
   5156      7658      5021195
   5157      7657      5000777
   5158      7654      8586538
   5159      7653      6313689
   5160      7642      4926972
   5161      7641      2891534
   5162      7638       809674
   5182      4902        23901
   5183      4901        77880
   5184      4879        86978
   5185      4888        80140
   5186      4883        80666
   5187      4884        79898
   5188      4543        77080
   5189      4584        75836
   5190      4579        75589
   5191      4580        74639
   5192      4559        73708
   5193      4568        73896
   5194      4563        73259
   5195      4564        72958
   5196      4479        73812
   5197        40        74615
   5198        35        74007
   5199        36        73777
   5200        15        73677
   5201        24        66157
   5202        19        77976
   5203        20        76457
   5204      5823        86736
   5205      5864        94549
   5206      5859        95235
   5207      5860       102304
   5208      5839       114564
   5209      5848       127614
   5210      5843       144710
   5211      5844       163834
   5212      5759       174086
   5213      5928       201973
   5214      5923       257497
   5215      5924       306693
   5216      5903       451483
   5217      5912       634919
   5218      5907       909218
   5219      5908      1255135
   5220      5567       783304
   5221      5608       681466
   5222      5603       482809
   5223      5604       364682
   5224      5583       285653
   5225      5592       236103
   5226      5587       201162
   5227      5588       174891
   5228      5503       155340
   5229      1064       139640
   5230      1059       126278
   5231      1060       116704
   5232      1039       107838
   5233      1048       101959
   5234      1043        97141
   5235      1044        92878
   5236      6847        89761
   5237      6888        85521
   5238      6883        83016
   5239      6884        80783
   5240      6863        78683
   5241      6872        76994
   5242      6867        75687
   5243      6868        73747
   5244      6783        72896
   5245      6952        71769
   5246      6947        72462
   5247      6948        73183
   5248      6927        73029
   5249      6936        70589
   5250      6931        33874
   5251      6932         2980
   5282      7955       740717
   5283      7956      3371992
   5284      7615      3962701
   5285      7656      2774404
   5286      7651      6769169
   5287      7652      7127342
   5288      7631      6131059
   5289      7640      3385418
   5290      7635      1614427
   5309      4904            7
   5310      4899        53952
   5311      4900        88689
   5312      4877        83535
   5313      4882        81210
   5314      4881        80688
   5315      4542        77719
   5316      4541        75566
   5317      4578        74855
   5318      4577        74214
   5319      4558        73633
   5320      4557        72963
   5321      4562        72791
   5322      4561        72355
   5323      4478        73655
   5324      4477        73211
   5325        34        73758
   5326        33        73996
   5327        14        73499
   5328        13        70294
   5329        18        71847
   5330        17        76038
   5331      5822        81482
   5332      5821        88773
   5333      5858        93487
   5334      5857        98355
   5335      5838       109300
   5336      5837       120813
   5337      5842       135365
   5338      5841       152637
   5339      5758       169253
   5340      5757       153390
   5341      5922       221025
   5342      5921       259892
   5343      5902       337746
   5344      5901       485864
   5345      5906       712757
   5346      5905       930303
   5347      5566      1153862
   5348      5565       821118
   5349      5602       618086
   5350      5601       449944
   5351      5582       342239
   5352      5581       271154
   5353      5586       226353
   5354      5585       194625
   5355      5502       169487
   5356      5501       151552
   5357      1058       136610
   5358      1057       124724
   5359      1038       115000
   5360      1037       107929
   5361      1042       102511
   5362      1041        96704
   5363      6846        92748
   5364      6845        89616
   5365      6882        86851
   5366      6881        83571
   5367      6862        81129
   5368      6861        79546
   5369      6866        77581
   5370      6865        75912
   5371      6782        74279
   5372      6781        72626
   5373      6946        72484
   5374      6945        73827
   5375      6926        74776
   5376      6925        75218
   5377      6930        75720
   5378      6929        60863
   5379      6590        10930
   5409      7954       121277
   5410      7953      2993582
   5411      7614      4367301
   5412      7613      2584039
   5413      7650      4410877
   5414      7649      5351402
   5415      7630      6834399
   5416      7629      4390127
   5417      7634      2290898
   5436      4733        18999
   5437      4898        73895
   5438      4897        87353
   5439      4878        87291
   5440      4876        85165
   5441      4871        82398
   5442      4880        80718
   5443      4539        78307
   5444      4540        76133
   5445      4535        73998
   5446      4576        74041
   5447      4555        72660
   5448      4556        72411
   5449      4551        71726
   5450      4560        71427
   5451      4475        72210
   5452      4476        72612
   5453      4471        73207
   5454        32        74308
   5455        11        72977
   5456        12        74441
   5457         7        73015
   5458        16        76786
   5459      5819        78249
   5460      5820        83337
   5461      5815        86300
   5462      5856        89773
   5463      5835       100658
   5464      5836       109009
   5465      5831       124398
   5466      5840       141228
   5467      5755       158067
   5468      5756       177117
   5469      5751       181156
   5470      5920       220444
   5471      5899       249406
   5472      5900       344243
   5473      5895       561118
   5474      5904       744706
   5475      5563      1023253
   5476      5564      1042707
   5477      5559       794940
   5478      5600       563080
   5479      5579       414762
   5480      5580       320723
   5481      5575       257205
   5482      5584       218260
   5483      5499       187203
   5484      5500       165845
   5485      5495       147964
   5486      1056       134108
   5487      1035       122299
   5488      1036       113305
   5489      1031       107413
   5490      1040       101280
   5491      6843        96188
   5492      6844        92971
   5493      6839        89332
   5494      6880        87077
   5495      6859        84145
   5496      6860        81460
   5497      6855        79895
   5498      6864        77334
   5499      6779        76819
   5500      6780        74032
   5501      6775        74027
   5502      6944        74808
   5503      6923        75908
   5504      6924        76094
   5505      6919        76572
   5506      6928        77065
   5507      6587        78273
   5508      6588        51276
   5509      6583         7218
   5510      6624            9
   5511      6603          462
   5512      6604          588
   5513      6599         1025
   5514      6608           27
   5515      6523          251
   5516      6524         2459
   5519      2059         9182
   5520      2060         5245
   5522      2064         1174
   5523      7867         7411
   5525      7863        11769
   5526      7904        11441
   5528      7884        18416
   5531      7803        36889
   5532      7804        26380
   5533      7799        21470
   5534      7968        26592
   5535      7947        49045
   5536      7948       113134
   5537      7943       251437
   5538      7952      2462668
   5539      7611      3644410
   5540      7612      4189024
   5541      7607      1245313
   5542      7648      5558640
   5543      7627      6300132
   5544      7628      4800294
   5545      7623      2921356
   5546      7632       327986
   5547      7547       109873
   5548      7548        72283
   5549      7543       107301
