ring_id   nest_id   star_count
   6003      6823       104641
   6004      6832        95538
   6005      6811        97496
   6006      6812        93349
   6007      6807        89500
   6008      6848        86472
   6009      6763        85320
   6010      6764        83959
   6011      6759        82621
   6012      6768        81758
   6013      6747        81151
   6014      6748        81489
   6015      6743        81939
   6016      6912        82147
   6017      6571        82324
   6018      6572        83746
   6019      6567        85401
   6020      6576        87169
   6021      6555        89118
   6022      6556        92143
   6023      6551        94923
   6024      6592        99058
   6025      6507       103236
   6026      6508       107767
   6027      6503       113532
   6028      6512       120068
   6029      6491       128315
   6030      6492       136159
   6031      6487       147124
   6032      2048       157168
   6033      7851       172089
   6034      7852       188627
   6035      7847       206715
   6036      7856       226413
   6037      7835       252304
   6038      7836       282604
   6039      7831       329576
   6040      7872       383866
   6041      7787       443642
   6042      7788       521441
   6043      7783       613224
   6044      7792       734515
   6045      7771       902952
   6046      7772      1136397
   6047      7767      1328850
   6048      7936      1928016
   6049      7595      2450327
   6050      7596      2477081
   6051      7591      2788081
   6052      7600      3949808
   6053      7579      5672837
   6054      7580      7981764
   6055      7575      5715456
   6056      7616      3262976
   6057      7531      1988574
   6058      7532      1416312
   6059      7527      1039741
   6060      7536       776585
   6061      7515       599576
   6062      7516       488329
   6063      7511       396917
   6064      3072       332953
   6065      4779       279806
   6066      4780       250171
   6067      4775       218925
   6068      4784       191539
   6069      4763       171810
   6070      4764       156746
   6071      4759       141956
   6072      4800       128778
   6073      4715       118167
   6074      4716       109199
   6075      4711       103759
   6076      4720        98251
   6077      4699        93188
   6078      4700        88807
   6079      4695        85274
   6080      4522        78436
   6081      4521        76219
   6082      4518        74462
   6083      4517        72670
   6084      4506        71065
   6085      4505        69362
   6086      4502        68519
   6087      4501        68079
   6088      4458        67841
   6089      4457        67760
   6090      4454        67868
   6091      4453        68491
   6092      4442        69499
   6093      4441        70618
   6094      4438        71946
   6095      4437        71429
   6096      5802        72951
   6097      5801        75527
   6098      5798        77257
   6099      5797        80892
   6100      5786        78580
   6101      5785        74675
   6102      5782        92222
   6103      5781       103038
   6104      5738       113088
   6105      5737       121121
   6106      5734       132401
   6107      5733       148523
   6108      5722       163052
   6109      5721       178705
   6110      5718       167396
   6111      5717       210516
   6112      5546       318677
   6113      5545       453058
   6114      5542       517539
   6115      5541       729227
   6116      5530      1391806
   6117      5529       964006
   6118      5526       745408
   6119      5525       519452
   6120      5482       386659
   6121      5481       305920
   6122      5478       251591
   6123      5477       212847
   6124      5466       183609
   6125      5465       163493
   6126      5462       148320
   6127      5461       136718
   6128      6826       126944
   6129      6825       119097
   6130      6822       111868
   6131      6821       104138
   6132      6810        99434
   6133      6809        97409
   6134      6806        93627
   6135      6805        89563
   6136      6762        86491
   6137      6761        85776
   6138      6758        84891
   6139      6757        83456
   6140      6746        82693
   6141      6745        83497
   6142      6742        83261
   6143      6741        83309
   6144      6570        83747
   6145      6569        84706
   6146      6566        86297
   6147      6565        87830
   6148      6554        90251
   6149      6553        92641
   6150      6550        95103
   6151      6549        99329
   6152      6506       103603
   6153      6505       108198
   6154      6502       113559
   6155      6501       119325
   6156      6490       127043
   6157      6489       135861
   6158      6486       146131
   6159      6485       156732
   6160      7850       169636
   6161      7849       185291
   6162      7846       200774
   6163      7845       221154
   6164      7834       248818
   6165      7833       273682
   6166      7830       317111
   6167      7829       371382
   6168      7786       429303
   6169      7785       495462
   6170      7782       573098
   6171      7781       696436
   6172      7770       824946
   6173      7769      1087389
   6174      7766      1324720
   6175      7765      1741053
   6176      7594      2412339
   6177      7593      2930527
   6178      7590      2111637
   6179      7589      3200109
   6180      7578      9511940
   6181      7577      9802960
   6182      7574      6943639
   6183      7573      4062263
   6184      7530      2368808
   6185      7529      1624773
   6186      7526      1146569
   6187      7525       861942
   6188      7514       656605
   6189      7513       516821
   6190      7510       432040
   6191      7509       355431
   6192      4778       300150
   6193      4777       260330
   6194      4774       231047
   6195      4773       202057
   6196      4762       174140
   6197      4761       160998
   6198      4758       145681
   6199      4757       131814
   6200      4714       122330
   6201      4713       111518
   6202      4710       106026
   6203      4709       100665
   6204      4698        94603
   6205      4697        89741
   6206      4694        85314
   6207      4693        82192
   6208      4351        79231
   6209      4520        76690
   6210      4515        74301
   6211      4516        72844
   6212      4495        70803
   6213      4504        69080
   6214      4499        67355
   6215      4500        66882
   6216      4415        67209
   6217      4456        66852
   6218      4451        66984
   6219      4452        68054
   6220      4431        68114
   6221      4440        69447
   6222      4435        70280
   6223      4436        70810
   6224      9215        70142
   6225      5800        74138
   6226      5795        76771
   6227      5796        77978
   6228      5775        80098
   6229      5784        71095
   6230      5779        88663
   6231      5780        97313
   6232      5695       106000
   6233      5736       116719
   6234      5731       124868
   6235      5732       135913
   6236      5711       147494
   6237      5720       161028
   6238      5715       175485
   6239      5716       132511
   6240      5375       255689
   6241      5544       368837
   6242      5539       508343
   6243      5540       515616
   6244      5519       926782
   6245      5528      1343983
   6246      5523       972240
   6247      5524       700063
   6248      5439       489817
   6249      5480       366802
   6250      5475       292476
   6251      5476       242950
   6252      5455       204373
   6253      5464       180071
   6254      5459       162381
   6255      5460       147508
   6256     10239       135527
   6257      6824       126384
   6258      6819       118653
   6259      6820       112399
   6260      6799       104656
   6261      6808       100660
   6262      6803        97004
   6263      6804        93257
   6264      6719        90624
   6265      6760        88282
   6266      6755        87214
   6267      6756        85397
   6268      6735        84951
   6269      6744        84909
   6270      6739        85365
   6271      6740        85776
   6272      6399        85834
   6273      6568        86658
   6274      6563        87322
   6275      6564        88847
   6276      6543        90578
   6277      6552        93495
   6278      6547        96407
   6279      6548       100023
   6280      6463       103375
   6281      6504       108378
   6282      6499       112565
   6283      6500       118384
   6284      6479       125300
   6285      6488       135083
   6286      6483       145282
   6287      6484       154863
   6288     11263       166909
   6289      7848       180747
   6290      7843       194574
   6291      7844       214995
   6292      7823       241423
   6293      7832       268535
   6294      7827       303778
   6295      7828       356675
   6296      7743       415525
   6297      7784       480145
   6298      7779       562982
   6299      7780       657515
   6300      7759       754919
   6301      7768       989235
   6302      7763      1345461
   6303      7764      1682300
   6304      7423      2136068
   6305      7592      1916444
   6306      7587      2808910
   6307      7588      2581390
   6308      7567      4581344
   6309      7576     13395495
   6310      7571      8240087
   6311      7572      4730964
   6312      7487      2912415
   6313      7528      1858703
   6314      7523      1284339
   6315      7524       915969
   6316      7503       721346
   6317      7512       559745
   6318      7507       456905
   6319      7508       384496
   6320     12287       321779
   6321      4776       276437
   6322      4771       241954
   6323      4772       213125
   6324      4751       188134
   6325      4760       161422
   6326      4755       146750
   6327      4756       135628
   6328      4671       125975
   6329      4712       116408
   6330      4707       106470
   6331      4708       101105
   6332      4687        96173
   6333      4696        90719
   6334      4691        86639
   6335      4692        82807
   6336      4349        77297
   6337      4514        74681
   6338      4513        72584
   6339      4494        70868
   6340      4493        68624
   6341      4498        67500
   6342      4497        66366
   6343      4414        65868
   6344      4413        66511
   6345      4450        66665
   6346      4449        66709
   6347      4430        67149
   6348      4429        68078
   6349      4434        69155
   6350      4433        70161
   6351      9214        70675
   6352      9213        71933
   6353      5794        73937
   6354      5793        78167
   6355      5774        79361
   6356      5773        79062
   6357      5778        81757
   6358      5777        93698
   6359      5694       100154
   6360      5693       109363
   6361      5730       119663
   6362      5729       129910
   6363      5710       139018
   6364      5709       143482
   6365      5714       157000
   6366      5713       109901
   6367      5374       197871
   6368      5373       292394
   6369      5538       423724
   6370      5537       509789
   6371      5518       545484
   6372      5517      1101682
   6373      5522      1175217
   6374      5521       941639
   6375      5438       638952
   6376      5437       453866
   6377      5474       347012
   6378      5473       280295
   6379      5454       233581
   6380      5453       197445
   6381      5458       178184
   6382      5457       159865
   6383     10238       147092
   6384     10237       135754
   6385      6818       125074
   6386      6817       117898
   6387      6798       111614
   6388      6797       105659
   6389      6802       101205
   6390      6801        98199
   6391      6718        95019
   6392      6717        91422
   6393      6754        89959
   6394      6753        88647
   6395      6734        86556
   6396      6733        86258
   6397      6738        86741
   6398      6737        87731
   6399      6398        87619
   6400      6397        88497
   6401      6562        88460
   6402      6561        90393
   6403      6542        91409
   6404      6541        93969
   6405      6546        97449
   6406      6545       100733
   6407      6462       104057
   6408      6461       108108
   6409      6498       113186
   6410      6497       118059
   6411      6478       124393
   6412      6477       132931
   6413      6482       142559
   6414      6481       152532
   6415     11262       164028
   6416     11261       177034
   6417      7842       189473
   6418      7841       208036
   6419      7822       230241
   6420      7821       244951
   6421      7826       287522
   6422      7825       340626
   6423      7742       392954
   6424      7741       448168
   6425      7778       542361
   6426      7777       651610
   6427      7758       732647
   6428      7757       810841
   6429      7762      1222450
   6430      7761      1550608
   6431      7422      1904305
   6432      7421      1577521
   6433      7586      2110024
   6434      7585      1785787
   6435      7566      7305028
   6436      7565      4844139
   6437      7570      9409968
   6438      7569      5297242
   6439      7486      3151860
   6440      7485      2090866
   6441      7522      1485085
   6442      7521       979690
   6443      7502       771681
   6444      7501       631378
   6445      7506       496490
   6446      7505       416108
   6447     12286       343927
   6448     12285       293858
   6449      4770       255491
   6450      4769       222684
   6451      4750       197582
   6452      4749       173687
   6453      4754       150603
   6454      4753       139416
   6455      4670       129816
   6456      4669       119982
   6457      4706       110100
   6458      4705       103136
   6459      4686        97413
   6460      4685        92049
   6461      4690        87681
   6462      4689        83882
   6463      4350        80325
   6464      4348        77732
   6465      4343        74601
   6466      4512        72788
   6467      4491        70298
   6468      4492        68676
   6469      4487        67235
   6470      4496        66619
   6471      4411        65678
   6472      4412        65367
   6473      4407        65875
   6474      4448        65610
   6475      4427        66432
   6476      4428        67671
   6477      4423        68406
   6478      4432        69069
   6479      9211        70013
   6480      9212        69805
   6481      9207        72199
   6482      5792        76541
   6483      5771        79141
   6484      5772        80362
   6485      5767        79655
   6486      5776        88416
   6487      5691        97505
   6488      5692       104273
   6489      5687       112357
   6490      5728       122661
   6491      5707       128937
   6492      5708       137982
   6493      5703       143559
   6494      5712       152449
   6495      5371       165595
   6496      5372       218246
   6497      5367       330808
   6498      5536       479169
   6499      5515       517209
   6500      5516       629781
   6501      5511      1341216
   6502      5520      1186784
   6503      5435       837921
   6504      5436       585155
   6505      5431       420935
   6506      5472       330202
   6507      5451       270274
   6508      5452       224392
   6509      5447       195644
   6510      5456       174997
   6511     10235       158929
   6512     10236       145953
   6513     10231       134166
   6514      6816       125237
   6515      6795       117238
   6516      6796       111618
   6517      6791       107192
   6518      6800       102742
   6519      6715        99164
   6520      6716        96040
   6521      6711        92745
   6522      6752        91529
   6523      6731        89557
   6524      6732        88909
   6525      6727        87749
   6526      6736        88894
   6527      6395        89134
   6528      6396        89558
   6529      6391        89854
   6530      6560        90914
   6531      6539        92684
   6532      6540        95655
   6533      6535        98628
   6534      6544       101258
   6535      6459       104357
   6536      6460       109220
   6537      6455       113932
   6538      6496       119598
   6539      6475       125831
   6540      6476       133383
   6541      6471       142028
   6542      6480       149419
   6543     11259       161598
   6544     11260       173791
   6545     11255       189064
   6546      7840       208555
   6547      7819       225583
   6548      7820       248564
   6549      7815       241169
   6550      7824       327294
   6551      7739       378707
   6552      7740       426686
   6553      7735       503316
   6554      7776       631883
   6555      7755       741268
   6556      7756       724300
   6557      7751       975191
   6558      7760      1394539
   6559      7419      1691778
   6560      7420      1686850
   6561      7415      1582526
   6562      7584      2354428
   6563      7563      5910470
   6564      7564      7014356
   6565      7559     10368238
   6566      7568      5481947
   6567      7483      3577188
   6568      7484      2219319
   6569      7479      1659964
   6570      7520      1152065
   6571      7499       823705
   6572      7500       670403
   6573      7495       557347
   6574      7504       447426
   6575     12283       374916
   6576     12284       311610
   6577     12279       268297
   6578      4768       234597
   6579      4747       207767
   6580      4748       186022
   6581      4743       162302
   6582      4752       142534
   6583      4667       133050
   6584      4668       123876
   6585      4663       115189
   6586      4704       105877
   6587      4683        99522
   6588      4684        93800
   6589      4679        88619
   6590      4688        84271
   6591      4347        80900
   6592      4342        75954
   6593      4341        73514
   6594      4490        70611
   6595      4489        68160
   6596      4486        66439
   6597      4485        66166
   6598      4410        63773
   6599      4409        65298
   6600      4406        64971
   6601      4405        65629
   6602      4426        65640
   6603      4425        66372
   6604      4422        67450
   6605      4421        68253
   6606      9210        68970
   6607      9209        69629
   6608      9206        70398
   6609      9205        72987
   6610      5770        77061
   6611      5769        79647
   6612      5766        79751
   6613      5765        84552
   6614      5690        92139
   6615      5689       100410
   6616      5686       105674
   6617      5685       115354
   6618      5706       126099
   6619      5705       133037
   6620      5702       134820
   6621      5701       109389
   6622      5370       141566
   6623      5369       195029
   6624      5366       224968
   6625      5365       351837
   6626      5514       494245
   6627      5513       652573
   6628      5510       670725
   6629      5509      1466177
   6630      5434      1085113
   6631      5433       758542
   6632      5430       535133
   6633      5429       392343
   6634      5450       314963
   6635      5449       259312
   6636      5446       218356
   6637      5445       192888
   6638     10234       172418
   6639     10233       157228
   6640     10230       144844
   6641     10229       133383
   6642      6794       125532
   6643      6793       117698
   6644      6790       111435
   6645      6789       108267
   6646      6714       103689
   6647      6713       100152
   6648      6710        97047
   6649      6709        95197
   6650      6730        94273
   6651      6729        91615
   6652      6726        90610
   6653      6725        89738
   6654      6394        91516
   6655      6393        91849
   6656      6390        92344
   6657      6389        92464
   6658      6538        93485
   6659      6537        96888
   6660      6534        98537
   6661      6533       102204
   6662      6458       105225
   6663      6457       109258
   6664      6454       114895
   6665      6453       121014
   6666      6474       127712
   6667      6473       134537
   6668      6470       142815
   6669      6469       150673
   6670     11258       161872
   6671     11257       174585
   6672     11254       189109
   6673     11253       208701
   6674      7818       228898
   6675      7817       250807
   6676      7814       254599
   6677      7813       312398
   6678      7738       362519
   6679      7737       422408
   6680      7734       467420
   6681      7733       580856
   6682      7754       705000
   6683      7753       772363
   6684      7750       883224
   6685      7749      1151442
   6686      7418      1557036
   6687      7417      1920528
   6688      7414      1277944
   6689      7413      4108738
   6690      7562      5056382
   6691      7561     10666195
   6692      7558     12134467
   6693      7557      7844882
   6694      7482      4178906
   6695      7481      2579052
   6696      7478      1789233
   6697      7477      1341642
   6698      7498       937817
   6699      7497       737321
   6700      7494       603639
   6701      7493       492147
   6702     12282       403706
   6703     12281       334254
   6704     12278       280334
   6705     12277       243831
   6706      4746       217424
   6707      4745       192988
   6708      4742       173414
   6709      4741       153270
   6710      4666       137125
   6711      4665       125862
   6712      4662       118312
   6713      4661       109853
   6714      4682       101618
   6715      4681        96535
   6716      4678        90862
   6717      4677        86004
   6718      4346        82186
   6719      4345        78886
   6720      4339        76735
   6721      4340        74182
   6722      4319        71139
   6723      4488        69420
   6724      4483        66644
   6725      4484        64826
   6726      4399        62401
   6727      4408        63403
   6728      4403        64345
   6729      4404        64698
   6730      4383        64683
   6731      4424        65524
   6732      4419        65973
   6733      4420        66903
   6734      9199        68184
   6735      9208        69393
   6736      9203        68803
   6737      9204        70863
   6738      9183        74382
   6739      5768        78120
   6740      5763        79371
   6741      5764        81485
   6742      5679        86883
   6743      5688        94058
   6744      5683       101264
   6745      5684       105260
   6746      5663       117816
   6747      5704       124366
   6748      5699       129722
   6749      5700       148882
   6750      5359        77389
   6751      5368       170737
   6752      5363       214311
   6753      5364       205822
   6754      5343       384359
   6755      5512       533769
   6756      5507       760644
   6757      5508       961079
   6758      5423      1502014
   6759      5432      1031032
   6760      5427       702407
   6761      5428       491161
   6762      5407       369544
   6763      5448       300439
   6764      5443       246617
   6765      5444       214435
   6766     10223       190054
   6767     10232       171296
   6768     10227       154883
   6769     10228       142597
   6770     10207       133205
   6771      6792       124987
   6772      6787       117784
   6773      6788       112476
   6774      6703       108509
   6775      6712       104086
   6775      6712       104086
   6776      6707       101477
   6777      6708        98088
   6778      6687        97636
   6779      6728        95295
   6780      6723        93972
   6781      6724        93132
   6782      6383        92979
   6783      6392        93884
   6784      6387        94551
   6785      6388        93775
   6786      6367        95998
   6787      6536        97811
   6788      6531       100617
   6789      6532       102915
   6790      6447       106302
   6791      6456       110162
   6792      6451       115346
   6793      6452       121848
   6794      6431       128285
   6795      6472       136012
   6796      6467       143981
   6797      6468       152391
   6798     11247       162316
   6799     11256       175617
   6800     11251       190291
   6801     11252       208220
   6802     11231       229769
   6803      7816       251633
   6804      7811       276540
   6805      7812       309215
   6806      7727       356658
   6807      7736       397321
   6808      7731       464659
   6809      7732       533636
   6810      7711       683985
   6811      7752       765560
   6812      7747       899345
   6813      7748      1133603
   6814      7407      1314923
   6815      7416      1914873
   6816      7411      2194647
   6817      7412      3689235
   6818      7391      7323853
   6819      7560      5274562
   6820      7555     14969490
   6821      7556     11671134
   6822      7471      5469602
   6823      7480      3240062
   6824      7475      2051192
   6825      7476      1511301
   6826      7455      1104422
   6827      7496       825765
   6828      7491       658021
   6829      7492       535620
   6830     12271       436318
   6831     12280       359742
   6832     12275       305837
   6833     12276       255550
   6834     12255       221798
   6835      4744       201789
   6836      4739       181157
   6837      4740       162348
   6838      4655       144055
   6839      4664       129443
   6840      4659       121130
   6841      4660       113223
   6842      4639       105108
   6843      4680        97817
   6844      4675        92509
   6845      4676        87681
   6846      4335        83499
   6847      4344        79943
   6848      4337        74684
   6849      4318        72039
   6850      4317        69649
   6851      4482        67316
   6852      4481        65270
   6853      4398        61820
   6854      4397        61519
   6855      4402        63778
   6856      4401        64129
   6857      4382        64670
   6858      4381        64821
   6859      4418        64947
   6860      4417        65937
   6861      9198        66751
   6862      9197        67837
   6863      9202        68638
   6864      9201        68561
   6865      9182        71733
   6866      9181        74768
   6867      5762        78204
   6868      5761        80297
   6869      5678        84310
   6870      5677        89424
   6871      5682        94680
   6872      5681       101483
   6873      5662       108689
   6874      5661       121061
   6875      5698       127928
   6876      5697       137680
   6877      5358       144033
   6878      5357       111750
   6879      5362       194119
   6880      5361       169642
   6881      5342       302643
   6882      5341       364540
   6883      5506       604200
   6884      5505       821842
   6885      5422      1312556
   6886      5421      1297637
   6887      5426       938178
   6888      5425       643276
   6889      5406       459945
   6890      5405       354089
   6891      5442       282493
   6892      5441       238821
   6893     10222       210662
   6894     10221       187155
   6895     10226       168060
   6896     10225       152778
   6897     10206       141989
   6898     10205       132850
   6899      6786       125198
   6900      6785       116330
   6901      6702       113032
   6902      6701       108910
   6903      6706       104953
   6904      6705       102232
   6905      6686       101137
   6906      6685        99088
   6907      6722        97372
   6908      6721        96541
   6909      6382        95697
   6910      6381        95475
   6911      6386        95654
   6912      6385        97484
   6913      6366        97452
   6914      6365       100741
   6915      6530       102769
   6916      6529       104769
   6917      6446       107153
   6918      6445       110365
   6919      6450       116347
   6920      6449       122131
   6921      6430       127842
   6922      6429       135449
   6923      6466       144206
   6924      6465       152801
   6925     11246       162604
   6926     11245       174222
   6927     11250       188736
   6928     11249       206549
   6929     11230       227474
   6930     11229       250855
   6931      7810       269782
   6932      7809       309417
   6933      7726       351838
   6934      7725       398232
   6935      7730       462142
   6936      7729       538398
   6937      7710       628098
   6938      7709       729713
   6939      7746       893099
   6940      7745      1036517
   6941      7406      1313343
   6942      7405      1632770
   6943      7410      2573813
   6944      7409      3122340
   6945      7390      5124761
   6946      7389      6628977
   6947      7554     10439762
   6948      7553     15387212
   6949      7470      7904915
   6950      7469      3921026
   6951      7474      2539165
   6952      7473      1707936
   6953      7454      1224660
   6954      7453       924731
   6955      7490       725729
   6956      7489       585038
   6957     12270       472691
   6958     12269       389121
   6959     12274       325141
   6960     12273       273754
   6961     12254       230757
   6962     12253       208016
   6963      4738       189193
   6964      4737       169130
   6965      4654       152254
   6966      4653       136532
   6967      4658       124044
   6968      4657       116367
   6969      4638       107862
   6970      4637       100794
   6971      4674        94139
   6972      4673        89621
   6973      4334        85094
   6974      4333        81490
   6975      4338        76782
   6976      4336        75103
   6977      4315        72882
   6978      4316        70345
   6979      4311        68332
   6980      4480        66763
   6981      4395        63619
   6982      4396        63465
   6983      4391        63537
   6984      4400        63831
   6985      4379        64491
   6986      4380        64321
   6987      4375        64609
   6988      4416        64921
   6989      9195        65335
   6990      9196        67482
   6991      9191        67756
   6992      9200        67861
   6993      9179        68739
   6994      9180        71664
   6995      9175        75703
   6996      5760        78111
   6997      5675        81184
   6998      5676        87381
   6999      5671        90036
   7000      5680        94789
   7001      5659       102892
   7002      5660       114728
   7003      5655       119111
   7004      5696       129090
   7005      5355       141122
   7006      5356       102336
   7007      5351       121574
   7008      5360       220053
   7009      5339       222635
   7010      5340       301253
   7011      5335       423519
   7012      5504       633762
   7013      5419       751368
   7014      5420      1630249
   7015      5415      1197289
   7016      5424       860356
   7017      5403       601920
   7018      5404       440684
   7019      5399       335116
   7020      5440       268630
   7021     10219       237684
   7022     10220       207111
   7023     10215       184366
   7024     10224       166208
   7025     10203       151620
   7026     10204       141757
   7027     10199       132612
   7028      6784       126018
   7029      6699       116924
   7030      6700       113587
   7031      6695       110400
   7032      6704       106966
   7033      6683       105229
   7034      6684       102718
   7035      6679       100272
   7036      6720        99688
   7037      6379        98900
   7038      6380        98228
   7039      6375        97592
   7040      6384        98448
   7041      6363        99600
   7042      6364       102010
   7043      6359       103960
   7044      6528       106455
   7045      6443       109036
   7046      6444       112508
   7047      6439       116706
   7048      6448       121769
   7049      6427       128338
   7050      6428       135655
   7051      6423       144047
   7052      6464       152642
   7053     11243       162966
   7054     11244       173886
   7055     11239       187709
   7056     11248       205150
   7057     11227       225588
   7058     11228       249137
   7059     11223       275046
   7060      7808       306550
   7061      7723       341168
   7062      7724       395577
   7063      7719       454525
   7064      7728       541208
   7065      7707       606805
   7066      7708       734189
   7067      7703       829050
   7068      7744      1127954
   7069      7403      1298644
   7070      7404      1685846
   7071      7399      2308628
   7072      7408      2885796
   7073      7387      4447191
   7074      7388      7134883
   7075      7383      5041616
   7076      7552     15855326
   7077      7467     10273481
   7078      7468      5115657
   7079      7463      3052690
   7080      7472      1943166
   7081      7451      1397945
   7082      7452      1035481
   7083      7447       784732
   7084      7488       634743
   7085     12267       512537
   7086     12268       420006
   7087     12263       347115
   7088     12272       291842
   7089     12251       248314
   7090     12252       216155
   7091     12247       199112
   7092      4736       175828
   7093      4651       158885
   7094      4652       143391
   7095      4647       129384
   7096      4656       119548
   7097      4635       110932
   7098      4636       103600
   7099      4631        96448
   7100      4672        91285
   7101      4331        86754
   7102      4332        82630
   7103      4327        78555
   7104      4314        73715
   7105      4313        70805
   7106      4310        68687
   7107      4309        67404
   7108      4394        65830
   7109      4393        64323
   7110      4390        63464
   7111      4389        63014
   7112      4378        63320
   7113      4377        63696
   7114      4374        63890
   7115      4373        64633
   7116      9194        64747
   7117      9193        65564
   7118      9190        66883
   7119      9189        67813
   7120      9178        67661
   7121      9177        69612
   7122      9174        73657
   7123      9173        75989
   7124      5674        79709
   7125      5673        84140
   7126      5670        88399
   7127      5669        91382
   7128      5658        98739
   7129      5657       107481
   7130      5654       113909
   7131      5653       121873
   7132      5354       131059
   7133      5353       146210
   7134      5350        68803
   7135      5349       141515
   7136      5338       207468
   7137      5337       232145
   7138      5334       269775
   7139      5333       489664
   7140      5418       644032
   7141      5417       947117
   7142      5414      1675863
   7143      5413      1132700
   7144      5402       779173
   7145      5401       555791
   7146      5398       418323
   7147      5397       321500
   7148     10218       271343
   7149     10217       232443
   7150     10214       203938
   7151     10213       181997
   7152     10202       164101
   7153     10201       151556
   7154     10198       141667
   7155     10197       133068
   7156      6698       126405
   7157      6697       118247
   7158      6694       115243
   7159      6693       111879
   7160      6682       109545
   7161      6681       106707
   7162      6678       104732
   7163      6677       102725
   7164      6378       101959
   7165      6377       102102
   7166      6374       102407
   7167      6373       101693
   7168      6362       100325
   7169      6361       102084
   7170      6358       105686
   7171      6357       108446
   7172      6442       109883
   7173      6441       113559
   7174      6438       118463
   7175      6437       122602
   7176      6426       127787
   7177      6425       134846
   7178      6422       143848
   7179      6421       153408
   7180     11242       162223
   7181     11241       173810
   7182     11238       186080
   7183     11237       204091
   7184     11226       223531
   7185     11225       245134
   7186     11222       268401
   7187     11221       303402
   7188      7722       333187
   7189      7721       379671
   7190      7718       441385
   7191      7717       525201
   7192      7706       597516
   7193      7705       648672
   7194      7702       789966
   7195      7701      1078623
   7196      7402      1327119
   7197      7401      1618590
   7198      7398      2171993
   7199      7397      2985554
   7200      7386      4810669
   7201      7385      7804431
   7202      7382      9947996
   7203      7381      9800882
   7204      7466     11775070
   7205      7465      6302407
   7206      7462      3574509
   7207      7461      2303392
   7208      7450      1552582
   7209      7449      1150267
   7210      7446       866664
   7211      7445       686873
   7212     12266       551477
   7213     12265       451739
   7214     12262       376230
   7215     12261       312187
   7216     12250       262929
   7217     12249       226560
   7218     12246       207189
   7219     12245       184996
   7220      4650       165510
   7221      4649       149666
   7222      4646       134816
   7223      4645       124223
   7224      4634       112902
   7225      4633       106010
   7226      4630        99518
   7227      4629        93568
   7228      4330        88678
   7229      4329        84184
   7230      4326        80243
   7231      4325        76020
   7232      4303        74678
   7233      4312        71951
   7234      4307        69278
   7235      4308        68309
   7236      4223        66524
   7237      4392        65223
   7238      4387        64385
   7239      4388        63460
   7240      4367        62966
   7241      4376        63381
   7242      4371        63853
   7243      4372        63798
   7244      9151        64357
   7245      9192        65561
   7246      9187        66249
   7247      9188        67264
   7248      9167        67777
   7249      9176        68395
   7250      9171        70747
   7251      9172        74767
   7252      9087        77259
   7253      5672        81872
   7254      5667        85674
   7255      5668        90286
   7256      5647        96732
   7257      5656       101230
   7258      5651       109329
   7259      5652       114779
   7260      5311       124669
   7261      5352       136890
   7262      5347       149834
   7263      5348       132955
   7264      5327       167924
   7265      5336       237494
   7266      5331       239454
   7267      5332       374336
   7268      5247       520092
   7269      5416       641842
   7270      5411      1090340
   7271      5412      1502833
   7272      5391      1061704
   7273      5400       726044
   7274      5395       517105
   7275      5396       398317
   7276     10175       311245
   7277     10216       265970
   7278     10211       227463
   7279     10212       200833
   7280     10191       180833
   7281     10200       163419
   7282     10195       152065
   7283     10196       142848
   7284     10111       134124
   7285      6696       125881
   7286      6691       120734
   7287      6692       116954
   7288      6671       114026
   7289      6680       111200
   7290      6675       109272
   7291      6676       107003
   7292      6335       104828
   7293      6376       104705
   7294      6371       105111
   7295      6372       105520
   7296      6351       104478
   7297      6360       104319
   7298      6355       107677
   7299      6356       109569
   7300      6271       112146
   7301      6440       114957
   7302      6435       118683
   7303      6436       123957
   7304      6415       129560
   7305      6424       134281
   7306      6419       142996
   7307      6420       152316
   7308     11199       162573
   7309     11240       171741
   7310     11235       184270
   7311     11236       202161
   7312     11215       220289
   7313     11224       242678
   7314     11219       267946
   7315     11220       294424
   7316     11135       328756
   7317      7720       370577
   7318      7715       429185
   7319      7716       509701
   7320      7695       592771
   7321      7704       692924
   7322      7699       728097
   7323      7700      1049988
   7324      7359      1296887
   7325      7400      1869674
   7326      7395      2410661
   7327      7396      2801588
   7328      7375      5020208
   7329      7384      6103365
   7330      7379      8951546
   7331      7380      6095678
   7332      7295     13468184
   7333      7464      7375405
   7334      7459      4003264
   7335      7460      2703777
   7336      7439      1804111
   7337      7448      1279419
   7338      7443       953863
   7339      7444       745859
   7340     12223       600462
   7341     12264       490883
   7342     12259       405515
   7343     12260       337484
   7344     12239       283895
   7345     12248       242720
   7346     12243       217635
   7347     12244       194139
   7348     12159       172259
   7349      4648       156022
   7350      4643       140566
   7351      4644       128403
   7352      4623       117815
   7353      4632       107666
   7354      4627       101548
   7355      4628        95572
   7356      4287        90267
   7357      4328        86198
   7358      4323        81747
   7359      4324        77837
   7360      4301        73483
   7361      4306        70478
   7362      4305        68835
   7363      4222        67433
   7364      4221        65919
   7365      4386        64621
   7366      4385        64149
   7367      4366        63769
   7368      4365        63028
   7369      4370        63465
   7370      4369        63863
   7371      9150        63988
   7372      9149        64745
   7373      9186        65688
   7374      9185        66154
   7375      9166        67556
   7376      9165        67951
   7377      9170        69203
   7378      9169        71816
   7379      9086        74328
   7380      9085        79697
   7381      5666        83158
   7382      5665        87511
